604827027,314783630910169088,0,0,61,11,1
150929147,309251423609163776,0,0,61,69,13
465744300,309337364889759744,0,0,61,18,4
201319966,316488208630296576,0,0,61,18,3
164905666,309157110497832960,0,0,61,2,1
389139373,309124898255667200,0,0,61,49,10
1104231840,310017458721411072,0,0,61,85,20
453953526,309019201790693377,0,0,61,81,16
330755149,308929791820722176,0,0,61,90,21
6387772,317178289066225665,0,0,61,67,15
1183752452,309306532582019072,0,0,61,29,2
629215207,317246668821118977,0,0,61,100,16
310157221,316468193432596480,0,0,61,54,12
360345132,317206583845212160,0,0,61,12,4
608289944,314774306968190978,0,0,61,53,8
790670017,309289818293166082,0,0,61,22,4
29578953,309237901181452289,0,0,61,34,7
242563561,309159719350726656,0,0,61,47,12
28562715,309359741514158080,0,0,61,25,5
723631806,308985668321808385,0,0,61,8,1
566875731,312584821576695808,0,0,61,29,6
608719224,316574040850583552,0,0,61,15,2
59021042,310008780698050561,0,0,61,26,4
19762637,309207492494237696,0,0,61,70,9
361144538,309046347313586177,0,0,61,52,8
562393203,309387138728865792,0,0,61,5,1
139121497,309377978347954177,0,0,61,29,3
16990802,317200699232514048,0,0,61,42,5
527174581,314774164361842689,0,0,61,46,15
296645767,312594283892969472,0,0,61,79,14
309853757,309352682521522177,0,0,61,64,13
323760905,309018245501943808,0,0,61,27,3
129401040,309021059863150592,0,0,61,9,3
1053477690,309133106500231168,0,0,61,5,1
32730667,316113481143316480,0,0,61,41,6
628692189,309136399033069569,0,0,61,13,3
585182025,309066815504519168,0,0,61,61,13
1152660013,309031960871837696,0,0,61,20,3
249327141,308993423585734656,0,0,61,27,5
765984415,316666412020150272,0,0,61,25,4
236865524,316913792070062080,0,0,61,13,2
476236658,316539635000016897,0,0,61,35,4
37643542,309217764336365568,0,0,61,18,4
637271471,316892497601249281,0,0,61,53,6
979683181,309342809117323264,0,0,61,15,4
245001443,312588197978853376,0,0,61,103,19
822240030,309273665999081472,0,0,61,66,9
870263251,316501223559790592,0,0,61,50,8
1173041120,309351092884488194,0,0,61,70,12
1134959647,312614659834384387,0,0,61,108,22
1260731574,316578184839700481,0,0,61,85,14
578174608,312601561031376896,0,0,61,10,2
211798140,308931142378209280,0,0,61,5,1
444454162,316892979958800385,0,0,61,16,2
335114101,316578642010464257,0,0,61,19,2
253469791,309046473159475200,0,0,61,100,20
466034830,309139662193168385,0,0,61,29,6
238499583,309390984893067264,0,0,61,31,7
74769911,312570762231967745,0,0,61,82,9
167602008,316868501962903552,0,0,61,68,10
534813799,309111304491261954,0,0,61,13,2
334534963,309387457462427649,0,0,61,35,9
272411834,316971535074197506,0,0,61,53,12
351222905,309357258482012160,0,0,61,10,3
75818696,309199414243782656,0,0,61,13,3
1294260198,316498514022633472,0,0,61,30,2
982669080,316479136367534080,0,0,61,60,13
811459765,310066687259058177,0,0,61,40,5
1143647760,309392142512570368,0,0,61,46,4
851518483,309048931021635584,0,0,61,33,7
350312986,310028691054940162,0,0,61,25,2
225314186,316531300913795072,0,0,61,43,7
292946710,316555418140819457,0,0,61,4,1
1251226026,309975800910839811,0,0,61,32,2
427500300,316977302208647168,0,0,61,18,3
57042759,316878186636005376,0,0,61,34,7
790033676,309373431730814977,0,0,61,64,13
942823063,308927925326069760,0,0,61,7,1
510579304,316181776991137793,0,0,61,49,10
546229565,309187372417961984,0,0,61,81,13
324565033,309015309451399169,0,0,61,36,8
113737544,309380452987330561,0,0,61,19,2
246595704,310058906841911296,0,0,61,12,3
701100702,309274769109442560,0,0,61,25,3
718521751,312583882031636480,0,0,61,71,10
271863380,309317421011972096,0,0,61,15,3
1081037245,312591364686741505,0,0,61,112,12
606549272,309223594427305984,0,0,61,10,1
20480966,316572660928741377,0,0,61,22,2
42934193,316532324332339201,0,0,61,57,12
74260614,309046200517140480,0,0,61,81,14
319338420,316116928861192192,0,0,61,21,3
456664491,314799355347484672,0,0,61,18,5
206438009,309005318657019904,0,0,61,15,2
1145882136,314760503517908992,0,0,61,69,10
398517756,308886552707231744,0,0,61,83,9
243702324,309388145349255168,0,0,61,5,1
307218293,309296164275118080,0,0,61,15,2
143897906,308996774838800385,0,0,61,82,17
272325325,316877653942624256,0,0,61,29,7
510612391,309290602623815680,0,0,61,15,3
468140953,316868841718312961,0,0,61,32,5
67395321,309013937943347200,0,0,61,7,2
595870180,309093088633171968,0,0,61,22,4
955621448,309263503208902656,0,0,61,9,2
383052035,309171698278727680,0,0,61,13,2
201858992,310065613542400001,0,0,61,14,4
574801071,317242810065645569,0,0,61,23,7
251898658,309258704925097984,0,0,61,7,1
290789538,312589246567444482,0,0,61,18,2
